id,state,year,type,party_won,party_won2,party_umbrella,majority,majority_perc,name,pcode,scode,total_votes
1418,sb,2008,s,PBS,BN,BN,1806,26.6372, Kundasang ,p179,n29,6780
1419,sb,2013,s,PBS,BN,BN,1975,19.1841, Kundasang ,p179,n29,10295
1420,sb,2004,s,UMNO,BN,BN,1668,19.1658, Sindumin ,p178,n28,8703
1421,sb,2008,s,UMNO,BN,BN,1904,19.9163, Sindumin ,p178,n28,9560
1422,sb,2013,s,UMNO,BN,BN,4323,34.345, Sindumin ,p178,n28,12587
1423,sb,2004,s,UMNO,BN,BN,999,13.0146, Lumadan ,p178,n27,7676
1424,sb,2008,s,UMNO,BN,BN,3297,38.7654, Lumadan ,p178,n27,8505
1425,sb,2013,s,UMNO,BN,BN,3862,32.9466, Lumadan ,p178,n27,11722
1426,sb,2004,s,UMNO,BN,BN,0,100.0, Klias ,p177,n25,0
1427,sb,2008,s,UMNO,BN,BN,2413,24.1711, Klias ,p177,n25,9983
1428,sb,2013,s,PKR,PKR,OPP,179,1.3702, Klias ,p177,n25,13064
1429,sb,2004,s,IND,IND,IND,2018,21.6106, Kuala Penyu ,p177,n26,9338
1430,sb,2008,s,UPKO,BN,BN,257,2.6267, Kuala Penyu ,p177,n26,9784
1431,sb,2013,s,UPKO,BN,BN,2273,17.6352, Kuala Penyu ,p177,n26,12889
1432,sb,2004,s,UMNO,BN,BN,805,9.4896, Bongawan ,p176,n23,8483
1433,sb,2008,s,UMNO,BN,BN,5730,59.0053, Bongawan ,p176,n23,9711
1434,sb,2013,s,UMNO,BN,BN,3392,26.3641, Bongawan ,p176,n23,12866
1435,sb,2004,s,UMNO,BN,BN,1743,26.2026, Membakut ,p176,n24,6652
1436,sb,2008,s,UMNO,BN,BN,3499,45.7027, Membakut ,p176,n24,7656
1437,sb,2013,s,UMNO,BN,BN,3510,34.2105, Membakut ,p176,n24,10260
1438,sb,2004,s,UMNO,BN,BN,0,100.0, Pantai Manis ,p175,n22,0
1439,sb,2008,s,UMNO,BN,BN,2862,22.2724, Pantai Manis ,p175,n22,12850
1440,sb,2013,s,UMNO,BN,BN,4409,27.3613, Pantai Manis ,p175,n22,16114
1441,sb,2004,s,UMNO,BN,BN,6279,60.9612, Kawang ,p175,n21,10300
1442,sb,2008,s,UMNO,BN,BN,6066,50.5163, Kawang ,p175,n21,12008
1443,sb,2013,s,UMNO,BN,BN,8900,52.0681, Kawang ,p175,n21,17093
1444,sb,2004,s,UPKO,BN,BN,2568,25.7909, Moyog ,p174,n20,9957
1445,sb,2008,s,UPKO,BN,BN,2685,23.9839, Moyog ,p174,n20,11195
1446,sb,2013,s,PKR,PKR,OPP,1682,11.3434, Moyog ,p174,n20,14828
1447,sb,2004,s,MCA,BN,BN,3193,27.1329, Kapayan ,p174,n19,11768
1448,sb,2008,s,MCA,BN,BN,2062,14.3633, Kapayan ,p174,n19,14356
1449,sb,2013,s,DAP,DAP,OPP,7287,33.5513, Kapayan ,p174,n19,21719
1450,sb,2004,s,UMNO,BN,BN,4221,41.0883, Petagas ,p173,n18,10273
1451,sb,2008,s,UMNO,BN,BN,3568,32.8575, Petagas ,p173,n18,10859
1452,sb,2013,s,UMNO,BN,BN,5653,44.3965, Petagas ,p173,n18,12733
1453,sb,2004,s,PBS,BN,BN,4909,45.7289, Tanjong Aru ,p173,n17,10735
1454,sb,2008,s,PBS,BN,BN,2960,23.8, Tanjong Aru ,p173,n17,12437
1455,sb,2013,s,PBS,BN,BN,3690,21.6435, Tanjong Aru ,p173,n17,17049
1456,sb,2004,s,PBS,BN,BN,2933,45.7067, Api-Api ,p172,n15,6417
1457,sb,2008,s,PBS,BN,BN,174,2.5468, Api-Api ,p172,n15,6832
1458,sb,2013,s,PKR,PKR,OPP,795,6.5708, Api-Api ,p172,n15,12099
1459,sb,2004,s,SAPP,SAP,OPP,2254,22.8925, Luyang ,p172,n16,9846
1460,sb,2008,s,SAPP,SAP,OPP,1502,12.8728, Luyang ,p172,n16,11668
1461,sb,2013,s,DAP,DAP,OPP,8676,54.8662, Luyang ,p172,n16,15813
1462,sb,2004,s,SAPP,SAP,OPP,3993,45.7231, Likas ,p172,n14,8733
1463,sb,2008,s,SAPP,SAP,OPP,862,9.0556, Likas ,p172,n14,9519
1464,sb,2013,s,DAP,DAP,OPP,5652,48.8041, Likas ,p172,n14,11581
1465,sb,2004,s,PBS,BN,BN,3731,32.1777, Inanam ,p171,n13,11595
1466,sb,2008,s,PBS,BN,BN,1686,12.3734, Inanam ,p171,n13,13626
1467,sb,2013,s,PKR,PKR,OPP,3202,15.951, Inanam ,p171,n13,20074
1468,sb,2004,s,UMNO,BN,BN,2526,24.064, Karambunai ,p171,n12,10497
1469,sb,2008,s,UMNO,BN,BN,3018,22.4955, Karambunai ,p171,n12,13416
1470,sb,2013,s,UMNO,BN,BN,8532,36.5537, Karambunai ,p171,n12,23341
1471,sb,2004,s,PBS,BN,BN,2279,36.1173, Kiulu ,p170,n11,6310
1472,sb,2008,s,PBS,BN,BN,1266,18.1688, Kiulu ,p170,n11,6968
1473,sb,2013,s,PBS,BN,BN,44,0.4737, Kiulu ,p170,n11,9288
1474,sb,2004,s,UMNO,BN,BN,3482,31.6545, Sulaman ,p170,n10,11000
1475,sb,2008,s,UMNO,BN,BN,5456,42.7251, Sulaman ,p170,n10,12770
1476,sb,2013,s,UMNO,BN,BN,10441,61.2591, Sulaman ,p170,n10,17044
1477,sb,2004,s,PBS,BN,BN,5758,58.3502, Tamparuli ,p170,n9,9868
1478,sb,2008,s,PBS,BN,BN,2743,25.4335, Tamparuli ,p170,n9,10785
1479,sb,2013,s,PKR,PKR,OPP,383,2.6546, Tamparuli ,p170,n9,14428
1480,sb,2004,s,UMNO,BN,BN,1735,15.747, Usukan ,p169,n8,11018
1481,sb,2008,s,UMNO,BN,BN,4023,32.806, Usukan ,p169,n8,12263
1482,sb,2013,s,UMNO,BN,BN,6812,43.6583, Usukan ,p169,n8,15603
1483,sb,2004,s,PBS,BN,BN,3175,34.5823, Kadamaian ,p169,n7,9181
1484,sb,2008,s,PBS,BN,BN,2473,24.0377, Kadamaian ,p169,n7,10288
1485,sb,2013,s,PKR,PKR,OPP,889,6.5416, Kadamaian ,p169,n7,13590
1486,sw,2004,s,,,,0,0.0,Opar,p192,n1,0
1487,sw,2008,s,,,,0,0.0,Opar,p192,n1,0
1488,sw,2004,s,,,,0,0.0,Tasik Biru,p192,n2,0
1489,sw,2008,s,,,,0,0.0,Tasik Biru,p192,n2,0
1490,sw,2004,s,,,,0,0.0,Tanjong Datu,p193,n3,0
1491,sw,2008,s,,,,0,0.0,Tanjong Datu,p193,n3,0
1492,sw,2004,s,,,,0,0.0,Pantai Damai,p193,n4,0
1493,sw,2008,s,,,,0,0.0,Pantai Damai,p193,n4,0
1494,sw,2004,s,,,,0,0.0,Demak Laut,p193,n5,0
1495,sw,2008,s,,,,0,0.0,Demak Laut,p193,n5,0
1496,sw,2004,s,,,,0,0.0,Tupong,p194,n6,0
1497,sw,2008,s,,,,0,0.0,Tupong,p194,n6,0
1498,sw,2004,s,,,,0,0.0,Samariang,p194,n7,0
1499,sw,2008,s,,,,0,0.0,Samariang,p194,n7,0
1500,sw,2004,s,,,,0,0.0,Satok,p194,n8,0
1501,sw,2008,s,,,,0,0.0,Satok,p194,n8,0
1502,sw,2004,s,,,,0,0.0,Padungan,p195,n9,0
1503,sw,2008,s,,,,0,0.0,Padungan,p195,n9,0
1504,sw,2004,s,,,,0,0.0,Pending,p195,n10,0
1505,sw,2008,s,,,,0,0.0,Pending,p195,n10,0
1506,sw,2004,s,,,,0,0.0,Batu Lintang,p196,n11,0
1507,sw,2008,s,,,,0,0.0,Batu Lintang,p196,n11,0
1508,sw,2004,s,,,,0,0.0,Kota Sentosa,p196,n12,0
1509,sw,2008,s,,,,0,0.0,Kota Sentosa,p196,n12,0
1510,sw,2004,s,,,,0,0.0,Batu Kawah,p196,n13,0
1511,sw,2008,s,,,,0,0.0,Batu Kawah,p196,n13,0
1512,sw,2004,s,,,,0,0.0,Asajaya,p197,n14,0
1513,sw,2008,s,,,,0,0.0,Asajaya,p197,n14,0
1514,sw,2004,s,,,,0,0.0,Muara Tuang,p197,n15,0
1515,sw,2008,s,,,,0,0.0,Muara Tuang,p197,n15,0
1516,sw,2004,s,,,,0,0.0,Bengoh,p198,n16,0
1517,sw,2008,s,,,,0,0.0,Bengoh,p198,n16,0
1518,sw,2004,s,,,,0,0.0,Tarat,p198,n17,0
1519,sw,2008,s,,,,0,0.0,Tarat,p198,n17,0
1520,sw,2004,s,,,,0,0.0,Tebedu,p199,n18,0
1521,sw,2008,s,,,,0,0.0,Tebedu,p199,n18,0
1522,sw,2004,s,,,,0,0.0,Kedup,p199,n19,0
1523,sw,2008,s,,,,0,0.0,Kedup,p199,n19,0
1524,sw,2004,s,,,,0,0.0,Sadong Jaya,p200,n20,0
1525,sw,2008,s,,,,0,0.0,Sadong Jaya,p200,n20,0
1526,sw,2004,s,,,,0,0.0,Simunjan,p200,n21,0
1527,sw,2008,s,,,,0,0.0,Simunjan,p200,n21,0
1528,sw,2004,s,,,,0,0.0,Sebuyau,p201,n22,0
1529,sw,2008,s,,,,0,0.0,Sebuyau,p201,n22,0
1530,sw,2004,s,,,,0,0.0,Lingga,p201,n23,0
1531,sw,2008,s,,,,0,0.0,Lingga,p201,n23,0
1532,sw,2004,s,,,,0,0.0,Beting Maro,p201,n24,0
1533,sw,2008,s,,,,0,0.0,Beting Maro,p201,n24,0
1534,sw,2004,s,,,,0,0.0,Balai Ringin,p202,n25,0
1535,sw,2008,s,,,,0,0.0,Balai Ringin,p202,n25,0
1536,sw,2004,s,,,,0,0.0,Bukit Begunan,p202,n26,0
1537,sw,2008,s,,,,0,0.0,Bukit Begunan,p202,n26,0
1538,sw,2004,s,,,,0,0.0,Simanggang,p202,n27,0
1539,sw,2008,s,,,,0,0.0,Simanggang,p202,n27,0
1540,sw,2004,s,,,,0,0.0,Engkilili,p203,n28,0
1541,sw,2008,s,,,,0,0.0,Engkilili,p203,n28,0
1542,sw,2004,s,,,,0,0.0,Batang Air,p203,n29,0
1543,sw,2008,s,,,,0,0.0,Batang Air,p203,n29,0
1544,sw,2004,s,,,,0,0.0,Saribas,p204,n30,0
1545,sw,2008,s,,,,0,0.0,Saribas,p204,n30,0
1546,sw,2004,s,,,,0,0.0,Layar,p204,n31,0
1547,sw,2008,s,,,,0,0.0,Layar,p204,n31,0
1548,sw,2004,s,,,,0,0.0,Bukit Saban,p204,n32,0
1549,sw,2008,s,,,,0,0.0,Bukit Saban,p204,n32,0
1550,sw,2004,s,,,,0,0.0,Kalaka,p205,n33,0
1551,sw,2008,s,,,,0,0.0,Kalaka,p205,n33,0
1552,sw,2004,s,,,,0,0.0,Krian,p205,n34,0
1553,sw,2008,s,,,,0,0.0,Krian,p205,n34,0
1554,sw,2004,s,,,,0,0.0,Belawai,p206,n35,0
1555,sw,2008,s,,,,0,0.0,Belawai,p206,n35,0
1556,sw,2004,s,,,,0,0.0,Semop,p206,n36,0
1557,sw,2008,s,,,,0,0.0,Semop,p206,n36,0
1558,sw,2004,s,,,,0,0.0,Daro,p207,n37,0
1559,sw,2008,s,,,,0,0.0,Daro,p207,n37,0
1560,sw,2004,s,,,,0,0.0,Jemoreng,p207,n38,0
1561,sw,2008,s,,,,0,0.0,Jemoreng,p207,n38,0
1562,sw,2004,s,,,,0,0.0,Repok,p208,n39,0
1563,sw,2008,s,,,,0,0.0,Repok,p208,n39,0
1564,sw,2004,s,,,,0,0.0,Meradong,p208,n40,0
1565,sw,2008,s,,,,0,0.0,Meradong,p208,n40,0
1566,sw,2004,s,,,,0,0.0,Pakan,p209,n41,0
1567,sw,2008,s,,,,0,0.0,Pakan,p209,n41,0
1568,sw,2004,s,,,,0,0.0,Meluan,p209,n42,0
1569,sw,2008,s,,,,0,0.0,Meluan,p209,n42,0
1570,sw,2004,s,,,,0,0.0,Ngemah,p210,n43,0
1571,sw,2008,s,,,,0,0.0,Ngemah,p210,n43,0
1572,sw,2004,s,,,,0,0.0,Machan,p210,n44,0
1573,sw,2008,s,,,,0,0.0,Machan,p210,n44,0
1574,sw,2004,s,,,,0,0.0,Bukit Assek,p211,n45,0
1575,sw,2008,s,,,,0,0.0,Bukit Assek,p211,n45,0
1576,sw,2004,s,,,,0,0.0,Dudong,p211,n46,0
1577,sw,2008,s,,,,0,0.0,Dudong,p211,n46,0
1578,sw,2004,s,,,,0,0.0,Bawang Assan,p212,n47,0
1579,sw,2008,s,,,,0,0.0,Bawang Assan,p212,n47,0
1580,sw,2004,s,,,,0,0.0,Pelawan,p212,n48,0
1581,sw,2008,s,,,,0,0.0,Pelawan,p212,n48,0
1582,sw,2004,s,,,,0,0.0,Nangka,p212,n49,0
1583,sw,2008,s,,,,0,0.0,Nangka,p212,n49,0
1584,sw,2004,s,,,,0,0.0,Dalat,p213,n50,0
1585,sw,2008,s,,,,0,0.0,Dalat,p213,n50,0
1586,sw,2004,s,,,,0,0.0,Balingian,p213,n51,0
1587,sw,2008,s,,,,0,0.0,Balingian,p213,n51,0
1588,sw,2004,s,,,,0,0.0,Tamin,p214,n52,0
1589,sw,2008,s,,,,0,0.0,Tamin,p214,n52,0
1590,sw,2004,s,,,,0,0.0,Kakus,p214,n53,0
1591,sw,2008,s,,,,0,0.0,Kakus,p214,n53,0
1592,sw,2004,s,,,,0,0.0,Pelagus,p215,n54,0
1593,sw,2008,s,,,,0,0.0,Pelagus,p215,n54,0
1594,sw,2004,s,,,,0,0.0,Katibas,p215,n55,0
1595,sw,2008,s,,,,0,0.0,Katibas,p215,n55,0
1596,sw,2004,s,,,,0,0.0,Baleh,p216,n56,0
1597,sw,2008,s,,,,0,0.0,Baleh,p216,n56,0
1598,sw,2004,s,,,,0,0.0,Belaga,p216,n57,0
1599,sw,2008,s,,,,0,0.0,Belaga,p216,n57,0
1600,sw,2004,s,,,,0,0.0,Jepak,p217,n58,0
1601,sw,2008,s,,,,0,0.0,Jepak,p217,n58,0
1602,sw,2004,s,,,,0,0.0,Kidurong,p217,n59,0
1603,sw,2008,s,,,,0,0.0,Kidurong,p217,n59,0
1604,sw,2004,s,,,,0,0.0,Kemena,p217,n60,0
1605,sw,2008,s,,,,0,0.0,Kemena,p217,n60,0
1606,sw,2004,s,,,,0,0.0,Bekenu,p218,n61,0
1607,sw,2008,s,,,,0,0.0,Bekenu,p218,n61,0
1608,sw,2004,s,,,,0,0.0,Lambir,p218,n62,0
1609,sw,2008,s,,,,0,0.0,Lambir,p218,n62,0
1610,sw,2004,s,,,,0,0.0,Piasau,p219,n63,0
1611,sw,2008,s,,,,0,0.0,Piasau,p219,n63,0
1612,sw,2004,s,,,,0,0.0,Pujut,p219,n64,0
1613,sw,2008,s,,,,0,0.0,Pujut,p219,n64,0
1614,sw,2004,s,,,,0,0.0,Senadin,p219,n65,0
1615,sw,2008,s,,,,0,0.0,Senadin,p219,n65,0
1616,sw,2004,s,,,,0,0.0,Marudi,p220,n66,0
1617,sw,2008,s,,,,0,0.0,Marudi,p220,n66,0
1618,sw,2004,s,,,,0,0.0,Telang Usan,p220,n67,0
1619,sw,2008,s,,,,0,0.0,Telang Usan,p220,n67,0
1620,sw,2004,s,,,,0,0.0,Batu Kota,p221,n68,0
1621,sw,2008,s,,,,0,0.0,Batu Kota,p221,n68,0
1622,sw,2004,s,,,,0,0.0,Batu Danau,p221,n69,0
1623,sw,2008,s,,,,0,0.0,Batu Danau,p221,n69,0
1624,sw,2004,s,,,,0,0.0,Bukit Sari,p222,n71,0
1625,sw,2008,s,,,,0,0.0,Bukit Sari,p222,n71,0
1626,sb,2004,s,UMNO,BN,BN,1923,31.9064, Kunak ,p188,n51,6027
1627,sb,2008,s,UMNO,BN,BN,4115,65.4942, Kunak ,p188,n51,6283
1628,sb,2013,s,UMNO,BN,BN,5360,58.8623, Kunak ,p188,n51,9106
1629,sb,2004,s,UMNO,BN,BN,2337,33.4383, Sulabayan ,p189,n52,6989
1630,sb,2008,s,UMNO,BN,BN,2037,27.0159, Sulabayan ,p189,n52,7540
1631,sb,2013,s,UMNO,BN,BN,5129,54.4885, Sulabayan ,p189,n52,9413
1632,sb,2004,s,UMNO,BN,BN,4619,60.8724, Senalingan ,p189,n53,7588
1633,sb,2008,s,UMNO,BN,BN,5432,70.0632, Senalingan ,p189,n53,7753
1634,sb,2013,s,UMNO,BN,BN,5909,58.3778, Senalingan ,p189,n53,10122
1635,sb,2004,s,UMNO,BN,BN,1996,31.3935, Bugaya ,p189,n54,6358
1636,sb,2008,s,UMNO,BN,BN,0,100.0, Bugaya ,p189,n54,0
1637,sb,2013,s,UMNO,BN,BN,3503,29.2697, Bugaya ,p189,n54,11968
1638,sb,2004,s,UMNO,BN,BN,4662,79.3937, Balung ,p190,n55,5872
1639,sb,2008,s,UMNO,BN,BN,3737,55.1261, Balung ,p190,n55,6779
1640,sb,2013,s,UMNO,BN,BN,5569,52.0857, Balung ,p190,n55,10692
1641,sb,2004,s,UMNO,BN,BN,0,100.0, Apas ,p190,n56,0
1642,sb,2008,s,UMNO,BN,BN,3608,48.1966, Apas ,p190,n56,7486
1643,sb,2013,s,UMNO,BN,BN,6122,49.153, Apas ,p190,n56,12455
1644,sb,2004,s,PBS,BN,BN,3907,35.7751, Sri Tanjong ,p190,n57,10921
1645,sb,2008,s,DAP,DAP,OPP,1172,9.1512, Sri Tanjong ,p190,n57,12807
1646,sb,2013,s,PBS,BN,BN,4761,84.8663, Sri Tanjong ,p190,n57,5610
1647,sb,2004,s,LDP,BN,BN,4305,54.5489, Merotai ,p191,n58,7892
1648,sb,2008,s,SAPP,SAP,OPP,242,2.7572, Merotai ,p191,n58,8777
1649,sb,2013,s,LDP,BN,BN,4088,28.866, Merotai ,p191,n58,14162
1650,sb,2004,s,UMNO,BN,BN,5000,74.8951, Tanjong Batu ,p191,n59,6676
1651,sb,2008,s,UMNO,BN,BN,4422,57.5033, Tanjong Batu ,p191,n59,7690
1652,sb,2013,s,UMNO,BN,BN,7630,53.2152, Tanjong Batu ,p191,n59,14338
1653,sb,2004,s,UMNO,BN,BN,4198,72.6172, Sebatik ,p191,n60,5781
1654,sb,2008,s,UMNO,BN,BN,3831,61.0323, Sebatik ,p191,n60,6277
1655,sb,2013,s,UMNO,BN,BN,4140,54.5095, Sebatik ,p191,n60,7595
1656,pl,2004,p,UMNO,BN,BN,9264,32.559,Padang Besar,p1,,28453
1657,pl,2008,p,UMNO,BN,BN,5348,18.2463,Padang Besar,p1,,29310
1658,pl,2013,p,UMNO,BN,BN,7426,20.5986,Padang Besar,p1,,36051
1659,pl,2004,p,UMNO,BN,BN,12548,38.0289,Kangar,p2,,32996
1660,pl,2008,p,UMNO,BN,BN,13671,39.1204,Kangar,p2,,34946
1661,pl,2013,p,UMNO,BN,BN,4037,9.3214,Kangar,p2,,43309
1662,pl,2004,p,UMNO,BN,BN,3243,10.1148,Arau,p3,,32062
1663,pl,2008,p,UMNO,BN,BN,300,0.9016,Arau,p3,,33276
1664,pl,2013,p,UMNO,BN,BN,1371,3.5785,Arau,p3,,38312
1665,kd,2004,p,UMNO,BN,BN,10772,47.1546,Langkawi,p4,,22844
1666,kd,2008,p,UMNO,BN,BN,4970,21.3552,Langkawi,p4,,23273
1667,kd,2013,p,UMNO,BN,BN,11861,37.2086,Langkawi,p4,,31877
1668,kd,2004,p,UMNO,BN,BN,2142,5.8172,Jerlun,p5,,36822
1669,kd,2008,p,UMNO,BN,BN,2205,5.9207,Jerlun,p5,,37242
1670,kd,2013,p,UMNO,BN,BN,3270,7.1425,Jerlun,p5,,45782
1671,kd,2004,p,UMNO,BN,BN,13712,33.7717,Kubang Pasu,p6,,40602
1672,kd,2008,p,UMNO,BN,BN,7060,16.7196,Kubang Pasu,p6,,42226
1673,kd,2013,p,UMNO,BN,BN,10444,18.3042,Kubang Pasu,p6,,57058
1674,kd,2004,p,UMNO,BN,BN,2172,7.7312,Padang Terap,p7,,28094
1675,kd,2008,p,PAS,PAS,OPP,369,1.212,Padang Terap,p7,,30445
1676,kd,2013,p,UMNO,BN,BN,4442,11.7513,Padang Terap,p7,,37800
1677,kd,2004,p,UMNO,BN,BN,7300,13.7645,Pokok Sena,p8,,53035
1678,kd,2008,p,PAS,PAS,OPP,5731,10.3601,Pokok Sena,p8,,55318
1679,kd,2013,p,PAS,PAS,OPP,3935,5.6775,Pokok Sena,p8,,69309
1680,kd,2004,p,MCA,BN,BN,14515,33.7002,Alor Setar,p9,,43071
1681,kd,2008,p,MCA,BN,BN,184,0.4259,Alor Setar,p9,,43206
1682,kd,2013,p,PKR,PKR,OPP,1873,3.2454,Alor Setar,p9,,57712
1683,kd,2004,p,UMNO,BN,BN,10214,15.904,Kuala Kedah,p10,,64223
1684,kd,2008,p,PKR,PKR,OPP,7018,10.6738,Kuala Kedah,p10,,65750
1685,kd,2013,p,PKR,PKR,OPP,4947,6.0326,Kuala Kedah,p10,,82005
1686,kd,2004,p,PAS,PAS,OPP,50,0.1016,Pendang,p11,,49193
1687,kd,2008,p,PAS,PAS,OPP,4073,7.8865,Pendang,p11,,51645
1688,kd,2013,p,UMNO,BN,BN,2638,4.2241,Pendang,p11,,62451
1689,kd,2004,p,UMNO,BN,BN,10405,20.4348,Jerai,p12,,50918
1690,kd,2008,p,PAS,PAS,OPP,2299,4.439,Jerai,p12,,51791
1691,kd,2013,p,UMNO,BN,BN,1196,1.851,Jerai,p12,,64614
1692,kd,2004,p,UMNO,BN,BN,319,1.0069,Sik,p13,,31682
1693,kd,2008,p,PAS,PAS,OPP,481,1.3841,Sik,p13,,34752
1694,kd,2013,p,UMNO,BN,BN,2807,6.6846,Sik,p13,,41992
1695,kd,2004,p,UMNO,BN,BN,15445,34.3902,Merbok,p14,,44911
1696,kd,2008,p,PKR,PKR,OPP,3098,6.2311,Merbok,p14,,49718
1697,kd,2013,p,UMNO,BN,BN,4122,5.549,Merbok,p14,,74283
1698,kd,2004,p,UMNO,BN,BN,17502,31.4564,Sungai Petani,p15,,55639
1699,kd,2008,p,PKR,PKR,OPP,9381,15.7988,Sungai Petani,p15,,59378
1700,kd,2013,p,PKR,PKR,OPP,9548,11.8211,Sungai Petani,p15,,80771
1701,kd,2004,p,UMNO,BN,BN,4229,6.7988,Baling,p16,,62202
1702,kd,2008,p,PAS,PAS,OPP,7613,11.5762,Baling,p16,,65764
1703,kd,2013,p,UMNO,BN,BN,5185,6.2542,Baling,p16,,82904
1704,kd,2004,p,MCA,BN,BN,10316,23.8261,Padang Serai,p17,,43297
1705,kd,2008,p,PKR,PKR,OPP,11738,24.9082,Padang Serai,p17,,47125
1706,kd,2013,p,PKR,PKR,OPP,8437,13.1036,Padang Serai,p17,,64387
1707,kd,2004,p,UMNO,BN,BN,7998,20.8852,Kulim Bandar Baharu,p18,,38295
1708,kd,2008,p,PKR,PKR,OPP,5583,13.8943,Kulim Bandar Baharu,p18,,40182
1709,kd,2013,p,UMNO,BN,BN,1871,3.5616,Kulim Bandar Baharu,p18,,52532
1710,ke,2004,p,PAS,PAS,OPP,1820,3.3037,Tumpat,p19,,55090
1711,ke,2008,p,PAS,PAS,OPP,9377,14.37,Tumpat,p19,,65254
1712,ke,2013,p,PAS,PAS,OPP,10624,12.8365,Tumpat,p19,,82764
1713,ke,2004,p,PAS,PAS,OPP,6222,17.3615,Pengkalan Chepa,p20,,35838
1714,ke,2008,p,PAS,PAS,OPP,11311,26.2747,Pengkalan Chepa,p20,,43049
1715,ke,2013,p,PAS,PAS,OPP,15120,27.5928,Pengkalan Chepa,p20,,54797
1716,ke,2004,p,UMNO,BN,BN,1723,3.689,Kota Bahru,p21,,46707
1717,ke,2008,p,PAS,PAS,OPP,11288,21.0166,Kota Bahru,p21,,53710
1718,ke,2013,p,PAS,PAS,OPP,15970,24.1662,Kota Bahru,p21,,66084
1719,ke,2004,p,PAS,PAS,OPP,1251,3.0221,Pasir Mas,p22,,41395
1720,ke,2008,p,PAS,PAS,OPP,8991,18.2211,Pasir Mas,p22,,49344
1721,ke,2013,p,PAS,PAS,OPP,8047,13.4273,Pasir Mas,p22,,59930
1722,ke,2004,p,PAS,PAS,OPP,732,2.4381,Rantau Panjang,p23,,30023
1723,ke,2008,p,PAS,PAS,OPP,4486,12.6541,Rantau Panjang,p23,,35451
1724,ke,2013,p,PAS,PAS,OPP,6276,15.0129,Rantau Panjang,p23,,41804
1725,ke,2004,p,PAS,PAS,OPP,5627,14.6315,Kubang Kerian,p24,,38458
1726,ke,2008,p,PAS,PAS,OPP,10642,23.9286,Kubang Kerian,p24,,44474
1727,ke,2013,p,PAS,PAS,OPP,16741,30.5025,Kubang Kerian,p24,,54884
1728,ke,2004,p,UMNO,BN,BN,3272,6.8154,Bachok,p25,,48009
1729,ke,2008,p,PAS,PAS,OPP,2901,5.206,Bachok,p25,,55724
1730,ke,2013,p,PAS,PAS,OPP,201,0.2808,Bachok,p25,,71583
1731,ke,2004,p,UMNO,BN,BN,2888,7.6178,Ketereh,p26,,37911
1732,ke,2008,p,PKR,PKR,OPP,400,0.9014,Ketereh,p26,,44377
1733,ke,2013,p,UMNO,BN,BN,974,1.8129,Ketereh,p26,,53726
1734,ke,2004,p,UMNO,BN,BN,2527,8.292,Tanah Merah,p27,,30475
1735,ke,2008,p,PKR,PKR,OPP,1584,4.3847,Tanah Merah,p27,,36126
1736,ke,2013,p,UMNO,BN,BN,4227,8.4757,Tanah Merah,p27,,49872
1737,ke,2004,p,PAS,PAS,OPP,3810,7.411,Pasir Puteh,p28,,51410
1738,ke,2008,p,PAS,PAS,OPP,3968,7.3785,Pasir Puteh,p28,,53778
1739,ke,2013,p,PAS,PAS,OPP,1888,2.8589,Pasir Puteh,p28,,66040
1740,ke,2004,p,UMNO,BN,BN,135,0.3814,Machang,p29,,35392
1741,ke,2008,p,PKR,PKR,OPP,1460,3.5186,Machang,p29,,41494
1742,ke,2013,p,UMNO,BN,BN,805,1.5709,Machang,p29,,51244
1743,ke,2004,p,UMNO,BN,BN,7353,27.2727,Jeli,p30,,26961
1744,ke,2008,p,UMNO,BN,BN,4436,14.5181,Jeli,p30,,30555
1745,ke,2013,p,UMNO,BN,BN,5269,14.0137,Jeli,p30,,37599
1746,ke,2004,p,UMNO,BN,BN,2416,6.5894,Kuala Krai,p31,,36665
1747,ke,2008,p,PAS,PAS,OPP,4984,11.5872,Kuala Krai,p31,,43013
1748,ke,2013,p,PAS,PAS,OPP,2043,3.7476,Kuala Krai,p31,,54515
1749,ke,2004,p,UMNO,BN,BN,6598,31.3058,Gua Musang,p32,,21076
1750,ke,2008,p,UMNO,BN,BN,4394,18.095,Gua Musang,p32,,24283
1751,ke,2013,p,UMNO,BN,BN,8413,24.0145,Gua Musang,p32,,35033
1752,kt,2004,p,UMNO,BN,BN,8500,19.1627,Besut,p33,,44357
1753,kt,2008,p,UMNO,BN,BN,10590,21.4794,Besut,p33,,49303
1754,kt,2013,p,UMNO,BN,BN,8342,13.2913,Besut,p33,,62763
1755,kt,2004,p,UMNO,BN,BN,6696,16.6667,Setiu,p34,,40176
1756,kt,2008,p,UMNO,BN,BN,7232,15.4461,Setiu,p34,,46821
1757,kt,2013,p,UMNO,BN,BN,7943,13.4311,Setiu,p34,,59139
1758,kt,2004,p,UMNO,BN,BN,4097,8.8286,Kuala Nerus,p35,,46406
1759,kt,2008,p,UMNO,BN,BN,1341,2.5524,Kuala Nerus,p35,,52539
1760,kt,2013,p,PAS,PAS,OPP,610,0.8986,Kuala Nerus,p35,,67882
1761,kt,2004,p,UMNO,BN,BN,1933,3.1769,Kuala Terengganu,p36,,60845
1762,kt,2008,p,UMNO,BN,BN,628,0.9482,Kuala Terengganu,p36,,66231
